1.842700 -0.491212 0.072607 -0.382506 -0.443987 -0.462093 0.098149 0.016829 -0.005723 -0.166346 -0.179371 0.178382 
1.665117 -0.639363 0.111965 -0.429052 -0.438797 -0.379959 0.069773 0.017151 -0.022545 -0.206519 -0.162133 0.222485 
1.637576 -0.768160 0.145719 -0.522489 -0.447816 -0.237204 -0.032409 0.070575 -0.031954 -0.292942 -0.089079 0.231820 
1.468994 -0.795332 0.201562 -0.592917 -0.355238 -0.202260 -0.103656 0.107146 -0.026785 -0.338558 -0.088784 0.252655 
1.506208 -0.845264 0.285302 -0.766905 -0.189103 -0.203238 -0.192827 0.202996 -0.086906 -0.332135 -0.116334 0.237192 
1.495648 -0.828315 0.245878 -0.703722 -0.117195 -0.212175 -0.176897 0.185148 -0.143320 -0.354377 -0.116093 0.252599 
1.239966 -0.780585 0.253610 -0.676987 -0.000614 -0.250845 -0.183474 0.147834 -0.208152 -0.337947 -0.104185 0.272336 
1.072702 -0.724790 0.276018 -0.576241 0.101688 -0.264613 -0.195298 0.068293 -0.239810 -0.316583 -0.075360 0.284308 
0.958967 -0.730518 0.253243 -0.383876 0.249419 -0.239547 -0.195921 -0.072430 -0.281601 -0.277210 -0.079054 0.269412 
0.837157 -0.724233 0.225252 -0.276085 0.385226 -0.227385 -0.245536 -0.136946 -0.312112 -0.270146 -0.060129 0.238221 
0.758408 -0.700550 0.206685 -0.249221 0.453285 -0.230313 -0.299826 -0.142559 -0.299469 -0.266804 -0.024306 0.190154 
0.701777 -0.740518 0.301885 -0.124048 0.489982 -0.225375 -0.362350 -0.150259 -0.227082 -0.185286 -0.044138 0.090914 
0.730996 -0.851789 0.469178 0.066471 0.504682 -0.211842 -0.375466 -0.092609 -0.152430 -0.124193 -0.090444 -0.035407 
0.723030 -0.926437 0.555365 0.199721 0.480360 -0.240264 -0.340673 -0.042369 -0.133461 -0.137816 -0.135227 -0.113518 
0.744231 -0.932883 0.640332 0.303237 0.433593 -0.289086 -0.295163 -0.016372 -0.147951 -0.116307 -0.153047 -0.158042 
0.666382 -0.899327 0.741342 0.346866 0.404950 -0.325846 -0.236546 0.021904 -0.136484 -0.093402 -0.176694 -0.163193 
