1.347925 -0.240420 0.390879 -0.488260 -0.442739 -0.290382 -0.097503 0.248112 -0.001994 -0.171499 0.142574 0.108213 
1.253195 -0.085413 0.155462 -0.460008 -0.341014 -0.346710 -0.040376 0.218416 -0.017911 -0.179635 0.100232 0.126363 
1.352092 -0.114956 -0.047696 -0.396871 -0.188593 -0.275687 -0.061445 0.190228 -0.087317 -0.124567 0.067031 0.117006 
1.457760 -0.182650 -0.080084 -0.358975 -0.138531 -0.060459 -0.089444 0.131343 -0.025532 -0.188186 0.094608 0.182736 
1.389103 -0.151529 -0.128164 -0.242798 -0.169873 -0.039860 0.071596 0.208305 -0.022411 -0.307789 0.097446 0.201620 
1.432712 -0.214400 -0.042935 -0.269420 -0.055649 -0.106271 0.001382 0.197184 -0.164272 -0.235827 0.173108 0.228600 
1.405312 -0.458450 0.127307 -0.349260 0.015404 -0.074354 -0.045890 0.114062 -0.273363 -0.161305 0.247236 0.221064 
1.321872 -0.472943 0.197019 -0.412666 0.127912 -0.147556 -0.049771 0.127134 -0.331100 -0.130597 0.221079 0.226534 
1.284493 -0.501016 0.180326 -0.370347 0.266263 -0.222506 -0.069100 0.176344 -0.366995 -0.094366 0.198259 0.201499 
1.216718 -0.630031 0.233780 -0.321689 0.337227 -0.221760 -0.058796 0.172374 -0.389269 -0.083411 0.154091 0.190055 
1.210849 -0.641732 0.323882 -0.357594 0.365168 -0.185516 -0.074899 0.117463 -0.403489 -0.080585 0.119329 0.160457 
1.237287 -0.690598 0.318712 -0.275811 0.422675 -0.169450 -0.155350 0.014304 -0.373535 -0.031777 0.104727 0.099483 
1.293659 -0.750846 0.313281 -0.131322 0.431907 -0.146344 -0.224386 -0.031477 -0.356818 -0.060167 0.121419 0.065967 
1.417021 -0.897061 0.409400 -0.056726 0.398555 -0.080872 -0.302728 -0.037997 -0.291064 -0.084411 0.150334 0.021833 
1.198564 -0.834645 0.454860 -0.027532 0.465208 -0.062168 -0.335411 -0.008657 -0.221571 -0.067112 0.160542 -0.036328 
1.101670 -0.825263 0.584433 -0.136385 0.572189 -0.082276 -0.364806 0.066319 -0.254491 -0.056775 0.144139 -0.070263 
