1.811815 -0.300852 -0.238377 -0.496062 -0.046489 -0.438242 -0.121170 0.302573 -0.152057 -0.150568 -0.039768 0.075202 
1.808463 -0.445045 -0.196420 -0.506753 -0.002307 -0.400490 -0.138399 0.240509 -0.147529 -0.163405 -0.045407 0.111374 
1.745243 -0.456344 -0.229618 -0.451099 0.063664 -0.379248 -0.165848 0.191072 -0.177557 -0.193893 -0.038273 0.162749 
1.637500 -0.471636 -0.341069 -0.305001 0.069420 -0.280035 -0.222146 0.108333 -0.188745 -0.209910 0.024226 0.197764 
1.825152 -0.736452 -0.256335 -0.269078 0.153022 -0.233942 -0.246003 0.038504 -0.206724 -0.193043 0.052549 0.208110 
1.762401 -0.777435 -0.316464 -0.100922 0.074573 -0.157444 -0.228327 -0.146013 -0.140853 -0.177875 0.017014 0.227067 
1.600525 -0.795911 -0.245985 -0.110287 0.190975 -0.064229 -0.376668 -0.138189 -0.151871 -0.196166 0.060917 0.180309 
1.587631 -0.920917 -0.076617 -0.174833 0.349540 -0.080804 -0.440023 -0.125107 -0.211359 -0.152121 0.088166 0.077750 
1.427858 -0.901099 0.017906 -0.127602 0.391105 -0.078427 -0.450360 -0.160375 -0.228188 -0.095913 0.082601 -0.005096 
1.604190 -1.101289 0.212992 -0.068851 0.375114 -0.082268 -0.478170 -0.150659 -0.205439 -0.101838 0.037218 -0.054795 
1.572684 -1.135462 0.305864 0.010116 0.330791 -0.099308 -0.482365 -0.121240 -0.194533 -0.150203 0.041029 -0.077499 
1.605620 -1.252711 0.464217 0.034849 0.265221 -0.126778 -0.474040 -0.107324 -0.208019 -0.133665 0.040202 -0.123780 
1.556225 -1.299914 0.537942 0.091211 0.249601 -0.173910 -0.429673 -0.107534 -0.241903 -0.075360 0.031740 -0.160337 
1.526958 -1.281884 0.564478 0.100437 0.259937 -0.154754 -0.425686 -0.086156 -0.232317 -0.083623 0.044775 -0.175183 
