1.284522 0.087360 -0.569067 -0.218471 -0.085278 -0.561980 0.111052 0.000964 0.108022 -0.281549 -0.138328 0.109298 
1.196714 0.182789 -0.601179 -0.242430 0.050858 -0.496921 0.149135 -0.017583 0.041636 -0.288046 -0.129554 0.148261 
1.413169 -0.114233 -0.672964 -0.129153 0.011789 -0.456565 0.079841 -0.052622 0.001869 -0.256602 -0.093148 0.181971 
1.309015 -0.141086 -0.696720 -0.072380 0.017051 -0.404203 0.039713 -0.112010 0.001930 -0.319004 -0.050128 0.180729 
1.267980 -0.211863 -0.650913 -0.062356 0.078395 -0.385193 -0.001179 -0.132261 -0.040828 -0.312376 -0.052807 0.214730 
1.395919 -0.374314 -0.570787 -0.059455 0.157540 -0.375625 -0.039399 -0.161220 -0.094111 -0.266083 -0.059310 0.250322 
1.475957 -0.451238 -0.579512 0.040956 0.161245 -0.264031 -0.137571 -0.203731 -0.111678 -0.244285 -0.009219 0.217061 
1.430299 -0.484590 -0.565636 0.148931 0.152465 -0.178173 -0.212560 -0.293072 -0.055629 -0.217352 0.006285 0.142611 
1.486687 -0.661397 -0.369753 0.172873 0.253765 -0.202093 -0.218854 -0.345470 -0.091067 -0.123891 -0.021107 0.129109 
1.404189 -0.760437 -0.214134 0.182364 0.302969 -0.211098 -0.212316 -0.381050 -0.108435 -0.078751 -0.052449 0.106485 
1.174027 -0.743172 -0.144236 0.188414 0.303088 -0.159070 -0.326789 -0.310607 -0.079045 -0.137534 -0.040198 0.060874 
1.089506 -0.749555 -0.055509 0.213810 0.308395 -0.146365 -0.378130 -0.280032 -0.077805 -0.155817 -0.031615 0.029817 
1.082318 -0.803542 0.042086 0.243998 0.294858 -0.088814 -0.433359 -0.239495 -0.110820 -0.145476 -0.018186 -0.017850 
1.426947 -1.132396 0.324592 0.204386 0.317222 -0.002327 -0.481901 -0.194475 -0.156826 -0.145653 0.056035 -0.103273 
1.362538 -1.138022 0.399620 0.224847 0.303134 0.010634 -0.466242 -0.204567 -0.132712 -0.119413 0.037185 -0.126507 
1.185653 -1.084000 0.424746 0.265119 0.284402 -0.027445 -0.414298 -0.182550 -0.129565 -0.111714 0.008991 -0.140532 
1.020894 -0.961654 0.374054 0.327317 0.260995 -0.036313 -0.393134 -0.159277 -0.119997 -0.122455 -0.012815 -0.155403 
0.993937 -0.948789 0.413034 0.340192 0.259029 -0.059934 -0.370047 -0.155906 -0.111621 -0.116041 -0.046145 -0.177676 
