0.782225 0.156349 0.126031 -0.297001 -0.254736 -0.436808 0.116083 0.116246 -0.013620 -0.308773 0.171139 0.108010 
0.728289 0.044614 0.173925 -0.371333 -0.226487 -0.418688 0.088249 0.129505 -0.075709 -0.257612 0.127724 0.108312 
0.772465 0.028717 0.222493 -0.389297 -0.106965 -0.485427 0.074354 0.184269 -0.091195 -0.238403 0.032638 0.198328 
0.987085 -0.112233 0.372049 -0.375791 -0.023950 -0.439617 0.047053 0.190476 -0.165435 -0.255345 0.038963 0.280815 
1.029552 -0.013803 0.312730 -0.341266 -0.013693 -0.349137 -0.005204 0.157611 -0.164847 -0.384397 0.149811 0.252863 
1.012066 -0.021166 0.312083 -0.397600 0.083780 -0.254674 -0.078382 0.201416 -0.199321 -0.376998 0.126316 0.216497 
1.021160 -0.073157 0.281727 -0.361270 0.246599 -0.261959 -0.170642 0.175875 -0.191361 -0.321867 0.067722 0.213349 
0.937483 -0.119662 0.319820 -0.187670 0.323706 -0.318908 -0.212644 0.096040 -0.177975 -0.223260 0.064146 0.191908 
0.937338 -0.279052 0.361338 -0.038193 0.384119 -0.206187 -0.287148 0.058030 -0.160470 -0.208890 0.052855 0.132153 
0.845396 -0.210409 0.341529 0.012874 0.537370 -0.154800 -0.347767 -0.017222 -0.192569 -0.197685 0.069121 0.053223 
0.715118 -0.281487 0.403324 0.088865 0.627527 -0.162874 -0.383102 -0.061408 -0.201905 -0.142482 0.038218 0.004020 
0.649930 -0.320075 0.438087 0.169676 0.616824 -0.222820 -0.353333 -0.101678 -0.138472 -0.161768 0.009083 0.008598 
0.722642 -0.271583 0.456064 0.291553 0.555207 -0.269254 -0.304377 -0.153224 -0.034960 -0.257026 0.045477 0.017513 
0.824928 -0.293186 0.425550 0.381050 0.509824 -0.268582 -0.279660 -0.206298 0.058708 -0.292748 0.003902 0.021691 
