0.791016 -0.577073 0.504691 -0.863302 -0.296507 -0.322484 -0.344411 0.315730 0.017744 -0.223430 0.086328 0.032379 
0.754177 -0.564144 0.402782 -0.860797 -0.244942 -0.314434 -0.293882 0.314090 -0.006486 -0.258328 0.042175 0.037353 
0.729065 -0.569345 0.303621 -0.844592 -0.180162 -0.311077 -0.253613 0.310952 -0.032823 -0.292868 0.003273 0.049051 
0.750145 -0.579534 0.207529 -0.846538 -0.081899 -0.324174 -0.211221 0.287868 -0.083069 -0.300872 -0.015623 0.079405 
0.765318 -0.612735 0.161851 -0.826449 -0.002625 -0.265413 -0.179449 0.211241 -0.151120 -0.322252 -0.007937 0.140945 
0.696192 -0.621686 0.146047 -0.763870 0.078648 -0.212748 -0.180740 0.117918 -0.210291 -0.352997 0.000587 0.206734 
0.563855 -0.570010 0.115702 -0.679986 0.173430 -0.209110 -0.169372 0.017093 -0.240838 -0.366697 -0.004851 0.264688 
0.471953 -0.512938 0.088662 -0.592615 0.247554 -0.199375 -0.159134 -0.100231 -0.233912 -0.372173 0.005923 0.284693 
0.427836 -0.460675 0.093336 -0.515304 0.303368 -0.186057 -0.191553 -0.215934 -0.217876 -0.339074 0.053577 0.272151 
0.373248 -0.459883 0.099511 -0.471961 0.356046 -0.160973 -0.237148 -0.299109 -0.218235 -0.280663 0.064196 0.230214 
0.340416 -0.552008 0.121730 -0.421979 0.380227 -0.152769 -0.269746 -0.339201 -0.216371 -0.250342 0.060811 0.211251 
0.317834 -0.637849 0.161358 -0.373081 0.336398 -0.117129 -0.297539 -0.368729 -0.194114 -0.227610 0.076316 0.170093 
0.297257 -0.681853 0.216548 -0.339119 0.310016 -0.096128 -0.323939 -0.374892 -0.173455 -0.194627 0.078193 0.115881 
0.285009 -0.696715 0.302483 -0.291277 0.324196 -0.121686 -0.344103 -0.360008 -0.156419 -0.157669 0.064481 0.087608 
0.222165 -0.687766 0.369586 -0.236518 0.357563 -0.127866 -0.336020 -0.362148 -0.137789 -0.135066 0.038471 0.062532 
0.177750 -0.688690 0.390600 -0.179421 0.374767 -0.110073 -0.307736 -0.381195 -0.105473 -0.129969 0.002737 0.040718 
0.150783 -0.699915 0.406021 -0.127156 0.367783 -0.085025 -0.298065 -0.389124 -0.080921 -0.147086 -0.011216 0.008515 
